Lote,Individuo,AE,LE,AT,LT,AA,LA,NV,Morfotipo,Labio
385,2,7.30,2.12,14.86,11.19,8.94,6.41,5.34,LB,1
385,3,6.05,1.40,14.23,9.36,8.09,6.16,5.09,LB,1
385,3,6.07,1.39,14.22,9.47,8.06,6.19,5.07,LB,1
385,3,6.14,1.36,14.28,9.37,8.08,6.14,5.06,LB,1
385,3,6.05,1.42,14.07,9.40,8.11,6.15,5.11,LB,1
385,4,6.25,1.60,12.84,9.83,7.19,6.32,5.32,LB,0
385,4,6.19,1.61,12.67,9.71,7.32,6.37,5.26,LB,0
385,4,6.31,1.63,12.66,9.93,7.40,6.33,5.26,LB,0
385,4,6.34,1.60,12.84,9.93,7.40,6.25,5.27,LB,0
385,5,6.21,1.51,14.57,9.87,8.54,6.60,5.18,LB,1
385,5,6.33,1.54,14.40,9.86,8.56,6.63,5.19,LB,1
385,5,6.22,1.55,14.39,9.99,8.45,6.58,5.22,LB,1
385,5,6.23,1.54,14.42,9.89,8.43,6.62,5.17,LB,1
385,6,5.37,1.19,12.18,8.80,6.96,5.97,4.86,LB,0
385,6,5.46,1.19,12.09,8.83,7.02,6.02,4.88,LB,0
385,6,5.43,1.17,11.89,8.92,7.07,5.94,4.90,LB,0
385,6,5.42,1.21,12.03,8.81,7.00,5.98,4.86,LB,0
385,7,6.41,1.75,13.77,10.23,8.24,6.51,5.32,LU,1
385,7,6.34,1.73,13.83,10.41,8.24,6.55,5.31,LU,1
385,7,6.41,1.70,13.86,10.36,8.36,6.47,5.35,LU,1
385,7,6.41,1.76,13.84,10.33,8.30,6.52,5.35,LU,1
385,8,6.19,1.79,12.46,9.55,7.11,5.80,5.20,LU,1
385,8,6.10,1.84,12.41,9.62,7.07,5.73,5.20,LU,1
385,8,6.14,1.80,12.54,9.58,7.05,5.69,5.23,LU,1
385,8,6.25,1.83,12.39,9.56,7.03,5.75,5.19,LU,1
385,9,6.79,2.04,13.67,10.20,7.82,5.44,5.30,LB,1
385,9,6.77,1.99,13.68,10.08,7.66,5.41,5.29,LB,1
385,9,6.72,1.99,13.54,10.19,7.71,5.49,5.33,LB,1
385,9,6.79,1.99,13.69,10.16,7.83,5.51,5.29,LB,1
385,11,7.49,2.12,14.74,11.04,8.27,6.26,5.46,LB,1
385,11,7.44,2.10,14.48,11.01,8.19,6.34,5.43,LB,1
385,11,7.40,2.14,14.67,10.95,8.19,6.24,5.47,LB,1
385,11,7.40,2.13,14.69,10.95,8.29,6.25,5.47,LB,1
385,12,6.89,1.71,15.91,11.26,9.54,7.31,5.20,LU,1
385,12,6.83,1.70,15.95,11.41,9.70,7.34,5.21,LU,1
385,12,6.96,1.66,15.91,11.25,9.72,7.36,5.18,LU,1
385,12,6.89,1.66,15.82,11.29,9.54,7.33,5.17,LU,1
385,17,7.11,1.82,14.64,10.49,8.16,6.53,5.25,LU,1
385,17,7.21,1.80,14.71,10.62,8.27,6.51,5.25,LU,1
385,17,7.22,1.82,14.57,10.44,8.28,6.41,5.23,LU,1
385,17,7.23,1.84,14.63,10.54,8.13,6.49,5.27,LU,1
385,18,6.18,1.71,12.70,9.27,7.26,5.74,5.12,LU,1
385,18,6.20,1.72,12.63,9.22,7.39,5.67,5.16,LU,1
385,18,6.10,1.70,12.81,9.26,7.32,5.61,5.13,LU,1
385,18,6.16,1.69,12.64,9.43,7.44,5.66,5.12,LU,1
385,19,6.13,1.76,13.56,9.70,8.07,5.56,5.40,LU,1
385,19,6.04,1.78,13.61,9.61,8.11,5.53,5.41,LU,1
385,19,6.09,1.80,13.62,9.55,8.09,5.49,5.41,LU,1
385,19,6.09,1.77,13.59,9.74,8.10,5.59,5.41,LU,1
385,20,6.22,1.83,13.05,9.80,7.57,5.86,5.00,LU,1
385,20,6.36,1.87,13.15,9.91,7.55,5.86,5.01,LU,1
385,20,6.29,1.85,12.99,9.93,7.52,5.79,4.97,LU,1
385,20,6.23,1.85,13.12,9.94,7.71,5.87,4.96,LU,1
385,21,4.94,1.25,10.76,8.04,6.76,5.12,4.82,LU,0
385,21,4.86,1.21,10.79,8.02,6.67,5.07,4.83,LU,0
385,21,4.83,1.25,10.85,8.05,6.78,5.19,4.83,LU,0
385,21,4.85,1.24,10.80,7.95,6.74,5.12,4.81,LU,0
385,22,5.28,1.44,11.12,8.12,6.38,4.75,4.96,DU,1
385,22,5.20,1.45,10.98,8.00,6.36,4.68,4.97,DU,1
385,22,5.26,1.44,11.23,8.11,6.22,4.65,4.94,DU,1
385,22,5.19,1.44,11.16,7.89,6.31,4.76,4.98,DU,1
394,3,5.23,2.40,17.05,12.68,10.23,8.15,5.56,LU,1
394,3,5.20,2.44,17.13,12.84,10.16,8.06,5.53,LU,1
394,3,5.17,2.44,16.88,12.78,10.14,8.09,5.55,LU,1
394,3,5.30,2.45,17.03,12.69,10.15,8.05,5.53,LU,1
394,4,6.07,1.56,13.17,10.41,7.68,7.14,4.90,LU,0
394,4,6.23,1.61,13.12,10.37,7.73,7.12,4.92,LU,0
394,4,6.06,1.58,13.10,10.25,7.54,7.09,4.88,LU,0
394,4,6.11,1.56,13.22,10.43,7.73,7.04,4.90,LU,0
394,5,5.25,1.27,12.25,9.43,7.59,6.80,4.89,LB,0
394,5,5.22,1.29,12.04,9.41,7.45,6.78,4.89,LB,0
394,5,5.09,1.33,12.28,9.39,7.56,6.77,4.93,LB,0
394,5,5.24,1.33,12.21,9.23,7.39,6.80,4.91,LB,0
404,2,7.09,1.60,16.48,11.83,9.27,8.14,5.28,LU,1
404,2,7.09,1.57,16.41,11.76,9.25,8.21,5.24,LU,1
404,2,7.00,1.57,16.40,11.84,9.40,8.21,5.26,LU,1
404,2,6.97,1.58,16.44,11.63,9.37,8.19,5.23,LU,1
404,3,7.04,1.50,16.55,11.10,9.44,7.42,5.28,LU,1
404,3,7.16,1.49,16.36,11.31,9.54,7.46,5.24,LU,1
404,3,7.11,1.51,16.48,11.18,9.40,7.54,5.26,LU,1
404,3,7.08,1.54,16.36,11.25,9.41,7.53,5.23,LU,1
404,4,6.58,1.79,14.20,10.62,8.32,6.64,5.19,LB,1
404,4,6.53,1.81,14.24,10.80,8.23,6.67,5.18,LB,1
404,4,6.60,1.83,14.25,10.77,8.23,6.77,5.18,LB,1
404,4,6.58,1.82,14.30,10.68,8.20,6.66,5.14,LB,1
